relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
31202858@6_7-31202858@6_46,31202858@6,Katrine Boorman-Lily Mae,,0.478,"{The,family,spent,the,early,years,of,Katrine,'s,life,in,County,Wicklow,in,Ireland,"","",but,after,John,and,Christel,divorced,"","",the,children,and,the,mother,left,that,area,"","",while,John,remarried,and,started,another,family,-LRB-,with,children,Lola,"","",Lee,"","",Lily,Mae,-RRB-,.}",7,1,46,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_[poss life prep_of year dobj spend conj_but leave advcl remarry conj_and start dobj family prep_with Lola appos Lee appos]Lee"",""BETW_D_[poss life prep_of year dobj spend conj_but leave advcl remarry conj_and start dobj family prep_with Lola appos Lee appos]Lee"",""BETW_L_[poss prep_of dobj conj_but advcl conj_and dobj prep_with appos appos]Lee""}","{1.97439,0.845584,-0.728149,0,0,0}"
16913498@15_5-16913498@15_16,16913498@15,Giovanni Strangio-Marco Marmo,,0.432,"{From,his,adopted,hometown,"","",Strangio,allegedly,prepared,the,attack,against,the,rival,clan,that,included,Marco,Marmo,-LRB-,1982,2007,-RRB-,"","",among,its,members,"","",and,the,chief,suspect,in,the,murder,of,Maria,Strangio,"","",who,was,killed,in,the,bloodbath,.}",5,1,16,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[include],NGRAM_1_[clan],NGRAM_1_[attack],num_words_between_bucket=2}","{0.845584,0.4248,-0.262185,0.155587,-0.114097,-0.104993}"
38529128@10_0-38529128@10_16,38529128@10,Philip Candelas-Gary Horowitz,,0.484,"{Candelas,is,most,known,for,his,1985,work,with,Edward,Witten,"","",Andrew,Strominger,"","",and,Gary,Horowitz,in,which,they,introduced,compactification,to,string,theory,using,Calabi-Yau,manifolds,.}",0,1,16,2,2,"{people_between_bucket=2,num_words_between_bucket=2,""BETW_L_[nsubjpass conj_and dep]"",""BETW_[nsubjpass know conj_and introduce dep]"",""BETW_D_[nsubjpass know conj_and introduce dep]""}","{1.97439,-0.104993,0.0751793,0,0}"
40092356@5_0-40092356@5_21,40092356@5,Carl Tchilinghiryan-Karabet Tchilinghiryan,,0.67,"{Carl,Tchilinghiryan,is,buried,at,the,Ohlsdorf,Cemetery,in,Hamburg,"","",Germany,"","",in,a,family,tomb,together,with,his,parents,Karabet,Tchilinghiryan,-LRB-,21,July,1869-12,November,1927,-RRB-,and,Erna,Tchilinghiryan,"","",n,e,Petersen,-LRB-,18,May,1887-12,July,1959,-RRB-,.}",0,2,21,2,2,"{NGRAM_1_[parent],NGRAM_1_[family],people_between_bucket=0,num_words_between_bucket=2,NGRAM_1_[together],NGRAM_1_[tomb]}","{1.30827,0.568072,0.4248,-0.104993,-0.0949852,0.0766499}"
17944538@9_0-17944538@9_17,17944538@9,Jeff Fosnes-Roy Skinner,,0.238,"{Fosnes,joined,the,Vanderbilt,Commodores,in,1972,as,a,part,of,a,historic,freshman,class,"","",``,Roy,Skinner,'s,famed,`,F-Troop,',"","",a,nickname,coined,by,Nashville,Banner,sports,editor,Dudley,`,Waxo,',Green,.,''}",0,1,17,2,2,"{people_between_bucket=0,num_words_between_bucket=2,NGRAM_1_[part],NGRAM_1_[class],NGRAM_1_[join],NGRAM_1_[1972]}","{0.4248,-0.104993,-0.0790294,-0.0291676,0.0282399,0.0204084}"
43788893@10_2-43788893@10_11,43788893@10,Gert Chesi-Rundfunk,,0.176,"{In,1963,Chesi,started,to,work,for,the,Austrian,Broadcasting,sterreichischer,Rundfunk,as,a,freelancer,and,organized,Schwazer,September,"","",an,Austrian,music,and,cultural,festival,.}",2,1,11,1,1,"{people_between_bucket=0,NGRAM_1_[work],num_words_between_bucket=1,NGRAM_1_[start],NGRAM_1_[austrian],""BETW_[prep_in start xcomp work prep_for]""}","{0.4248,-0.377051,-0.109778,0.0127507,0.00844864,0}"
747893@7_19-747893@7_16,747893@7,Dominick Napolitano-Philip Rastelli,,0.356,"{He,was,a,close,friend,of,future,Bonanno,crime,family,boss,Joseph,Massino,;,incarcerated,boss,Philip,Rastelli,knew,Napolitano,before,he,went,to,prison,.}",19,1,16,2,2,"{""INV_BETW_L_[dobj nsubj]"",""INV_BETW_[dobj know nsubj]"",""INV_BETW_D_[dobj know nsubj]"",num_words_between_bucket=0}","{0.372353,0.0472147,0.0472147,0.0050051}"
891226@46_0-891226@46_9,891226@46,Ryan Gosling-Timberlake,,0.442,"{Gosling,has,said,that,"","",even,though,he,and,Timberlake,are,no,longer,in,touch,"","",they,are,still,supportive,of,each,other,.}",0,1,9,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[say],num_words_between_bucket=1,NGRAM_1_[even],""NGRAM_2_[even though]""}","{0.845584,0.4248,-0.373054,-0.109778,0.0725128,0.0718511}"
23275244@1_0-23275244@1_13,23275244@1,Aharon Pfeuffer-Posek,,0.478,"{Aharon,Pfeuffer,Aharon,Pfeuffer,-LRB-,also,``,Pfoifer,'',was,a,Rabbi,and,Posek,and,a,recognised,authority,-LSB-,http://books.google.co.za/books?id=hpCkOtmDHSkC&pg=PT1&lpg=PT1&dq=aharon+pfeuffer&source=bl&ots=X7AlrgZc8S&sig=p6x6CljrrCKSUUD7-971k56pm8Y&hl=en&ei=AE5kSpXLFNLHlAeWxMn9BQ&sa=X&oi=book_result&ct=result&resnum=6,on,Kashrut,.}",0,2,13,1,1,"{people_between_bucket=2,""BETW_L_[nn nsubj conj_and]"",num_words_between_bucket=2,""BETW_D_[nn Pfeuffer nsubj rabbi conj_and]"",""BETW_[nn Pfeuffer nsubj rabbi conj_and]""}","{1.97439,0.161865,-0.104993,0,0}"
26800279@60_7-26800279@60_17,26800279@60,Nicola Cortese-Alexandra,,0.054,"{At,the,time,of,his,appointment,"","",Cortese,was,living,in,Ennetbaden,"","",Switzerland,with,his,wife,Alexandra,and,two,children,"","",then,aged,6,and,4,.}",7,1,17,1,1,"{NGRAM_1_[wife],people_between_bucket=0,num_words_between_bucket=1,""BETW_L_[nsubj prep_with appos]"",NGRAM_1_[live],""BETW_D_[nsubj live prep_with wife appos]""}","{0.908084,0.4248,-0.109778,0.0460084,0.0179446,-0.0013691}"
2683119@18_21-2683119@18_4,2683119@18,Alfeo Brum-Tom,,0.308,"{The,death,of,President,Tom,s,Berreta,"","",and,the,succession,to,the,presidency,of,Luis,Batlle,Berres,"","",determined,that,Alfeo,Brum,"","",the,first,Senator,of,the,Batllismo,faction,'s,Senate,list,"","",took,over,the,Vice-Presidency,for,the,rest,of,the,period,"","",until,March,1951,.}",21,2,4,1,1,"{num_words_between_bucket=2,""INV_BETW_D_[nsubj take ccomp determine conj_and Berreta nsubj death prep_of]"",""INV_BETW_L_[nsubj ccomp conj_and nsubj prep_of]"",""INV_BETW_[nsubj take ccomp determine conj_and Berreta nsubj death prep_of]""}","{-0.104993,0,0,0}"
35036492@12_0-35036492@12_24,35036492@12,Tony Cascio-Zac MacMath,,0.762,"{Cascio,recorded,his,first,professional,goal,against,the,Philadelphia,Union,on,March,18,"","",2012,by,beating,defender,Chris,Albright,to,fire,home,past,Zac,MacMath,.}",0,1,24,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_L_[nsubj prepc_by vmod prep_past]"",""BETW_[nsubj record prepc_by beat vmod fire prep_past]"",""BETW_D_[nsubj record prepc_by beat vmod fire prep_past]""}","{1.97439,0.845584,-0.728149,0,0,0}"
1414383@103_2-1414383@103_7,1414383@103,Bill Traylor-Alana Shilling,,0.214,"{Looking,towards,Traylor,s,personal,history,"","",Alana,Shilling,from,``,The,Brooklyn,Rail,'',recently,warned,against,viewing,Traylor,s,pieces,exclusively,in,terms,of,their,aesthetic,value,.}",2,1,7,2,2,"{people_between_bucket=0,NGRAM_1_[s],NGRAM_1_[personal],NGRAM_1_[history],""BETW_L_[nsubj advcl dep]"",num_words_between_bucket=0}","{0.4248,-0.341087,-0.202357,-0.137395,-0.0128966,0.0050051}"
9345011@1_38-9345011@1_18,9345011@1,"William, Prince of Hohenzollern-Schloss Benrath",,0.262,"{William,"","",Prince,of,Hohenzollern,William,"","",Prince,of,Hohenzollern,-LRB-,-RRB-,-LRB-,7,March,1864,"","",in,Schloss,Benrath,"","",near,D,sseldorf,22,October,1927,"","",in,Sigmaringen,-RRB-,was,the,eldest,son,of,Leopold,"","",Prince,of,Hohenzollern,and,Infanta,Ant,nia,of,Portugal,.}",38,3,18,2,2,"{num_words_between_bucket=2,""INV_BETW_L_[prep_of appos prep_of prep_in]"",""INV_BETW_[prep_of Prince appos Leopold prep_of son prep_in]"",""INV_BETW_D_[prep_of Prince appos Leopold prep_of son prep_in]""}","{-0.104993,0,0,0}"
1997465@33_0-1997465@33_21,1997465@33,Richard Stoltzman-Mel Torm,,0.198,"{Stoltzman,has,appeared,as,a,soloist,with,numerous,major,symphonies,"","",at,international,jazz,festivals,"","",and,with,stars,such,as,Mel,Torm,"","",George,Shearing,"","",Judy,Collins,"","",Woody,Herman,"","",Wayne,Shorter,"","",Chick,Corea,"","",Claude,Bolling,and,others,.}",0,1,21,2,2,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[star],NGRAM_1_[appear],NGRAM_1_[major]}","{0.845584,-0.728149,0.4248,-0.407506,-0.321179,-0.218384}"
18192767@27_24-18192767@27_19,18192767@27,Conrad O'Brien-ffrench-Stewart Menzies,,0.312,"{Following,the,war,-LRB-,WWI,-RRB-,"","",Conrad,was,summoned,to,Whitehall,in,December,1918,to,meet,then,Colonel,Stewart,Menzies,"","",who,recruited,Conrad,into,MI6,.}",24,1,19,2,2,"{""INV_BETW_L_[dobj rcmod]"",num_words_between_bucket=0,""INV_BETW_[dobj recruit rcmod]"",""INV_BETW_D_[dobj recruit rcmod]""}","{0.280028,0.0050051,0,0}"
31073865@10_0-31073865@10_25,31073865@10,Vittorio Garatti-Che Guevara,,0.648,"{Garatti,soon,began,work,with,Porro,and,Gottardi,on,the,ambitious,project,of,Havana,'s,new,National,Art,Schools,"","",commissioned,by,Fidel,Castro,and,Che,Guevara,"","",in,the,context,of,the,educational,policy,promoted,immediately,after,the,revolution,.}",0,1,25,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_[nsubj begin ccomp promote nsubj work prep_with porro conj_and Gottardi prep_on project prep_of Schools vmod commission agent Castro conj_and]"",""BETW_L_[nsubj ccomp nsubj prep_with conj_and prep_on prep_of vmod agent conj_and]"",""BETW_D_[nsubj begin ccomp promote nsubj work prep_with porro conj_and Gottardi prep_on project prep_of Schools vmod commission agent Castro conj_and]""}","{1.97439,0.845584,-0.728149,0,0,0}"
86348@179_11-86348@179_15,86348@179,Alger Hiss-Weyl,,0.346,"{Moreover,"","",in,this,book,"","",which,came,out,shortly,after,Hiss,'s,conviction,"","",Weyl,expressed,doubt,that,Alger,Hiss,had,been,guilty,of,espionage,.}",11,1,15,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_['s],NGRAM_1_[conviction],num_words_between_bucket=0,""NGRAM_2_['s conviction]""}","{0.845584,0.4248,-0.275959,-0.0114479,0.0050051,-0.00106431}"
38935@74_32-38935@74_21,38935@74,"Otto III, Holy Roman Emperor-Duke",,0.244,"{One,of,the,Empress,'s,greatest,achievements,was,her,success,in,maintaining,German,supremacy,over,Bohemia,"","",as,Boleslaus,II,"","",Duke,of,Bohemia,"","",was,forced,to,accept,the,authority,of,Otto,III,.}",32,2,21,1,1,"{num_words_between_bucket=2,""INV_BETW_[prep_of authority dobj accept xcomp force nsubjpass II appos]"",""INV_BETW_L_[prep_of dobj xcomp nsubjpass appos]"",""INV_BETW_D_[prep_of authority dobj accept xcomp force nsubjpass II appos]""}","{-0.104993,0,0,0}"
235321@14_36-235321@14_9,235321@14,Rick Nielsen-Huntz Hall,,0.194,"{The,appearance,of,Nielsen,on,stage,was,influenced,by,Huntz,Hall,of,The,Bowery,Boys,;,Nielsen,wears,a,flipped,up,old,style,ball,cap,"","",Nielsen,'s,face,resembles,Huntz,Hall,"","",and,some,of,Nielsen,'s,on-stage,antics,have,been,compared,to,Hall,as,well,.}",36,1,9,2,2,"{num_words_between_bucket=3,""INV_BETW_[poss antic prep_of some conj_and Hall nsubjpass compare ccomp resemble parataxis influence agent]of"",""INV_BETW_L_[poss prep_of conj_and nsubjpass ccomp parataxis agent]of"",""INV_BETW_D_[poss antic prep_of some conj_and Hall nsubjpass compare ccomp resemble parataxis influence agent]of""}","{-0.728149,0,0,0}"
539393@48_9-539393@48_11,539393@48,Joe Nuxhall-Marty Brennaman,,0.128,"{On,June,6,"","",2007,"","",the,Reds,honored,Nuxhall,"","",Marty,Brennaman,"","",and,Waite,Hoyt,with,replica,microphones,that,hang,on,the,wall,near,the,radio,booth,.}",9,1,11,2,2,"{people_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],num_words_between_bucket=0}","{0.4248,0.149423,0.1476,0.147414,0.0050051}"
24869591@42_27-24869591@42_21,24869591@42,Edward Kossoy-David Silberklang,,0.158,"{The,G,si,wka,Story,:,A,Little,Known,Page,of,Jewish,Fighting,History,Yad,Vashem,Studies,Volume,32,Edited,by,David,Silberklang,-LRB-,2004,-RRB-,"","",Kossoy,E,&,Ohry,A,.}",27,1,21,2,2,"{""INV_BETW_L_[nn appos]"",num_words_between_bucket=0,""INV_BETW_[nn E appos]"",""INV_BETW_D_[nn E appos]""}","{-0.413416,0.0050051,0,0}"
1904123@3_4-1904123@3_18,1904123@3,Gerard Sagredo-Giorgio Maggiore,,0.296,"{Born,in,Venice,"","",Gerard,Sagredo,joined,the,Benedictines,as,a,young,man,and,became,prior,at,San,Giorgio,Maggiore,.}",4,2,18,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[man],NGRAM_1_[young],NGRAM_1_[become],num_words_between_bucket=2}","{0.845584,0.4248,-0.250988,-0.184498,-0.106427,-0.104993}"
6713188@12_5-6713188@12_16,6713188@12,Meston Reid-Leonard Meryll,,0.478,"{In,1975,"","",also,"","",Reid,added,Frederic,in,``,The,Pirates,of,Penzance,'',and,Leonard,Meryll,in,``,The,Yeomen,of,the,Guard,'',to,his,repertoire,.}",5,1,16,2,2,"{people_between_bucket=1,""BETW_L_[nsubj conj_and]"",num_words_between_bucket=2,""BETW_D_[nsubj add conj_and]"",""BETW_[nsubj add conj_and]""}","{1.18556,0.755453,-0.104993,0,0}"
6871496@12_0-6871496@12_18,6871496@12,Gabriel de Clieu-DeClieu.Lee Allen,,0.338,"{De,Clieu,'s,descendants,in,Dieppe,"","",France,are,currently,working,a,museum,to,commemorate,the,legend,of,DeClieu.Lee,Allen,"","",The,Devil,'s,Cup,"","",New,York,:,Ballantine,"","",1999,"","",158,.}",0,2,18,2,2,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[work],NGRAM_1_['s],NGRAM_1_[museum],num_words_between_bucket=2}","{0.845584,0.4248,-0.377051,-0.275959,-0.120675,-0.104993}"
4663866@1_0-4663866@1_4,4663866@1,"William Mabane, 1st Baron Mabane-Baron Mabane William Mabane",,0.122,"{William,Mabane,"","",1st,Baron,Mabane,William,Mabane,"","",1st,Baron,Mabane,KBE,"","",PC,-LRB-,12,January,1895,16,November,1969,-RRB-,"","",known,as,Sir,William,Mabane,between,1954,and,1962,"","",was,a,British,businessman,and,Liberal/National,Liberal,politician,.}",0,2,4,4,4,"{BETW_D_[appos],BETW_[appos],BETW_L_[appos],people_between_bucket=0,NGRAM_1_[1st],num_words_between_bucket=0}","{-0.564381,-0.56438,-0.564318,0.4248,-0.0252768,0.0050051}"
4303960@14_0-4303960@14_30,4303960@14,Annet Artani-Madonna,,0.598,"{Artani,expressed,her,interest,and,love,for,music,at,a,young,age,"","",particularly,in,offerings,of,such,greats,as,Etta,James,"","",Aretha,Franklin,"","",Michael,Jackson,"","",and,Madonna,.}",0,1,30,1,1,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_D_[nsubj express dobj interest prep_in offering prep_of great prep_as James appos Jackson conj_and]"",""BETW_[nsubj express dobj interest prep_in offering prep_of great prep_as James appos Jackson conj_and]"",""BETW_L_[nsubj dobj prep_in prep_of prep_as appos conj_and]""}","{1.97439,0.845584,-0.728149,0,0,0}"
3416735@96_4-3416735@96_1,3416735@96,Tom Harley-Gary Ablett,,0.302,"{Teammate,Gary,Ablett,complimented,Harley,as,being,``,very,approachable,...,the,key,to,gelling,the,team,together,'',.}",4,1,1,2,2,"{""INV_BETW_L_[dobj nsubj]"",num_words_between_bucket=0,""INV_BETW_[dobj compliment nsubj]"",""INV_BETW_D_[dobj compliment nsubj]""}","{0.372353,0.0050051,0,0}"
8528575@2_0-8528575@2_15,8528575@2,You Yokoyama-Shingo Murakami,,0.63,"{Yokoyama,entered,Johnny,'s,on,Christmas,1996,where,he,met,fellow,members,Subaru,Shibutani,and,Shingo,Murakami,.}",0,1,15,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_[nsubj enter prep_on Christmas rcmod meet dobj member dep Shibutani conj_and]"",""BETW_L_[nsubj prep_on rcmod dobj dep conj_and]"",""BETW_D_[nsubj enter prep_on Christmas rcmod meet dobj member dep Shibutani conj_and]""}","{1.97439,0.845584,-0.104993,0,0,0}"
2663529@21_14-2663529@21_7,2663529@21,Whitey Lockman-Dark,,0.218,"{In,1961,"","",when,his,old,teammate,Dark,became,manager,of,the,Giants,"","",Lockman,became,his,third,base,coach,"","",serving,through,1964,.}",14,1,7,1,1,"{num_words_between_bucket=1,""INV_BETW_D_[nsubj become advcl become nsubj teammate amod]"",""INV_BETW_[nsubj become advcl become nsubj teammate amod]"",""INV_BETW_L_[nsubj advcl nsubj amod]""}","{-0.109778,0,0,0}"
82489@194_36-82489@194_11,82489@194,Epaminondas-Roy,,0.18,"{*,Cawkwell,"","",``,Epaminondas,and,Thebes,'',"","",269,;,Roy,"","",``,Thebes,in,the,360s,BC,'',"","",200,</ref>,Boeotian,armies,campaigned,across,Greece,as,opponents,rose,up,on,all,sides,;,Epaminondas,even,led,his,state,in,a,challenge,to,Athens,at,sea,.}",36,1,11,1,1,"{num_words_between_bucket=3,""INV_BETW_L_[nsubj parataxis nsubj conj_and]"",""INV_BETW_[nsubj lead parataxis campaign nsubj Cawkwell conj_and]"",""INV_BETW_D_[nsubj lead parataxis campaign nsubj Cawkwell conj_and]""}","{-0.728149,-0.0139029,0,0}"
1592288@19_34-1592288@19_3,1592288@19,Frances Slocum-Shepoconah Deaf Man,,0.182,"{His,name,was,Shepoconah,Deaf,Man,"","",as,the,white,men,called,him,because,of,his,almost,total,deafness,They,took,them,back,to,their,village,and,brought,him,back,to,health,"","",and,Frances,eventually,married,him,.}",34,1,3,3,3,"{num_words_between_bucket=3,""INV_BETW_L_[nsubj conj_and]"",""INV_BETW_[nsubj marry conj_and]"",""INV_BETW_D_[nsubj marry conj_and]""}","{-0.728149,-0.0331948,0,0}"
460835@43_12-460835@43_29,460835@43,"William Montagu, 1st Earl of Salisbury-Mortimer",,0.276,"{As,a,reward,for,his,part,in,the,``,coup,"","",'',Montagu,was,given,lands,worth,1000,"","",including,the,Welsh,lordship,of,Denbigh,that,had,belonged,to,Mortimer,.}",12,1,29,1,1,"{dep_path_length>5,people_between_bucket=0,NGRAM_1_[give],NGRAM_1_[include],num_words_between_bucket=2,NGRAM_1_[land]}","{0.845584,0.4248,-0.399547,-0.262185,-0.104993,-0.0564489}"
8341524@6_17-8341524@6_12,8341524@6,Waldo McBurney-Mary B.,,0.25,"{He,was,the,third,of,six,children,born,to,George,R.,and,Mary,B.,-LRB-,Huston,-RRB-,McBurney,.}",17,1,12,4,4,"{""INV_BETW_L_[dep appos]"",num_words_between_bucket=0,""INV_BETW_[dep B. appos]"",""INV_BETW_D_[dep B. appos]""}","{-0.0544688,0.0050051,0,0}"
12608105@118_1-12608105@118_34,12608105@118,Bob Chappuis-Rick Leach,,0.204,"{When,Chappuis,graduated,"","",he,held,numerous,school,records,"","",including,most,touchdown,passes,in,a,career,with,23,"","",a,record,that,was,not,broken,until,30,years,later,by,four-year,starter,"","",Rick,Leach,.}",1,1,34,2,2,"{dep_path_length>5,num_words_between_bucket=3,people_between_bucket=0,NGRAM_1_[include],NGRAM_1_[hold],NGRAM_1_[record]}","{0.845584,-0.728149,0.4248,-0.262185,-0.197108,-0.196422}"
35043494@17_7-35043494@17_14,35043494@17,Prince Antasari-Tumenggung Mancanegara,,0.326,"{Hidayatullah,was,exiled,to,Java,"","",but,Antasari,"","",together,with,Prince,Miradipa,and,Tumenggung,Mancanegara,"","",defended,Tundakan,fort,on,24,September,1861,.}",7,1,14,2,2,"{people_between_bucket=1,num_words_between_bucket=1,""BETW_[nsubj defend prep_together_with Miradipa conj_and]"",""BETW_L_[nsubj prep_together_with conj_and]"",""BETW_D_[nsubj defend prep_together_with Miradipa conj_and]""}","{1.18556,-0.109778,0,0,0}"
2105945@23_5-2105945@23_17,2105945@23,Martin Stephens-Tan Duc Thanh Nguyen,,0.786,"{On,the,same,day,that,Stephens,was,arrested,"","",Indonesian,police,also,arrested,Si,Yi,Chen,"","",Tan,Duc,Thanh,Nguyen,"","",Myuran,Sukumaran,and,Matthew,Norman,at,the,Melasti,Hotel,in,Kuta,.}",5,1,17,4,4,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_[nsubjpass arrest rcmod day prep_on arrest dobj Chen appos]"",""BETW_L_[nsubjpass rcmod prep_on dobj appos]"",""BETW_D_[nsubjpass arrest rcmod day prep_on arrest dobj Chen appos]""}","{1.97439,0.845584,-0.104993,0,0,0}"
16838@86_36-16838@86_38,16838@86,Khalid al-Mihdhar-Hanjour,,0.172,"{Once,they,arrived,"","",they,scouted,out,a,7-Eleven,convenience,store,and,a,dollar,store,in,Falls,Church,"","",and,found,two,Salvadoran,immigrants,who,"","",for,$,50,each,"","",were,willing,to,vouch,for,Mihdhar,and,Hanjour,as,Virginia,residents,.}",36,1,38,1,1,"{people_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],num_words_between_bucket=0}","{0.4248,0.149423,0.1476,0.147414,0.0050051}"
2888684@6_1-2888684@6_20,2888684@6,Yagyū Munetoshi-Miyoshi Ch kei,,0.732,"{When,Munetoshi,was,12,"","",Ietoshi,joined,a,general,named,Kisawa,Nagamasa,in,contesting,the,growing,power,of,the,warlord,Miyoshi,Ch,kei,.}",1,1,20,3,3,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=2,""BETW_L_[nsubj advcl prepc_in dobj prep_of]"",""BETW_[nsubj 12 advcl join prepc_in contest dobj power prep_of]"",""BETW_D_[nsubj 12 advcl join prepc_in contest dobj power prep_of]""}","{1.97439,0.845584,-0.104993,0,0,0}"
677650@21_20-677650@21_27,677650@21,Aspasia Manos-Alexander,,0.296,"{Due,to,the,combination,of,her,daughter,and,son-in-law,'s,health,problems,"","",financially,straitened,circumstances,and,troubled,marriage,"","",Aspasia,acted,as,guardian,to,her,grandson,Alexander,"","",Crown,Prince,of,Yugoslavia,-LRB-,born,1945,-RRB-,.}",20,1,27,1,1,"{people_between_bucket=0,num_words_between_bucket=1,NGRAM_1_[act],NGRAM_1_[grandson],""BETW_L_[nsubj prep_as prep_to]"",""BETW_D_[nsubj act prep_as guardian prep_to]""}","{0.4248,-0.109778,-0.0829365,0.014321,-0.0106988,0}"
24698469@33_3-24698469@33_36,24698469@33,Ivan Zelic-Harrison Ford,,0.62,"{In,2011,"","",Zelic,took,the,stage,name,Ivan,Ford,"","",to,further,remove,himself,from,his,and,his,brother,'s,past,footballing,career,"","",and,as,a,homage,to,one,of,his,favourite,actors,"","",Harrison,Ford,.}",3,1,36,2,2,"{people_between_bucket=2,dep_path_length>5,num_words_between_bucket=3,""BETW_[nsubj take conj_and as pobj homage prep_to one prep_of actor appos]"",""BETW_L_[nsubj conj_and pobj prep_to prep_of appos]"",""BETW_D_[nsubj take conj_and as pobj homage prep_to one prep_of actor appos]""}","{1.97439,0.845584,-0.728149,0,0,0}"
